"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Fresno County, CA"	"06019"	"2003"	"2003"	60	847193	7.1
	"Fresno County, CA"	"06019"	"2004"	"2004"	74	861035	8.6
	"Fresno County, CA"	"06019"	"2005"	"2005"	82	872470	9.4
	"Fresno County, CA"	"06019"	"2006"	"2006"	71	883862	8.0
	"Fresno County, CA"	"06019"	"2007"	"2007"	73	895933	8.1
	"Fresno County, CA"	"06019"	"2008"	"2008"	71	909630	7.8
	"Fresno County, CA"	"06019"	"2009"	"2009"	71	921478	7.7
	"Fresno County, CA"	"06019"	"2010"	"2010"	65	930450	7.0
	"Fresno County, CA"	"06019"	"2011"	"2011"	62	942904	6.6
	"Fresno County, CA"	"06019"	"2012"	"2012"	84	947895	8.9
	"Fresno County, CA"	"06019"	"2013"	"2013"	62	955272	6.5
	"Fresno County, CA"	"06019"	"2014"	"2014"	65	965974	6.7
	"Fresno County, CA"	"06019"	"2015"	"2015"	61	974861	6.3
	"Fresno County, CA"	"06019"	"2016"	"2016"	69	979915	7.0
	"Humboldt County, CA"	"06023"	"2002"	"2002"	14	128780	Unreliable
	"Humboldt County, CA"	"06023"	"2003"	"2003"	10	129754	Unreliable
	"Humboldt County, CA"	"06023"	"2009"	"2009"	11	133744	Unreliable
	"Humboldt County, CA"	"06023"	"2014"	"2014"	13	134809	Unreliable
	"Humboldt County, CA"	"06023"	"2015"	"2015"	11	135727	Unreliable
	"Humboldt County, CA"	"06023"	"2016"	"2016"	15	136646	Unreliable
	"Kern County, CA"	"06029"	"1999"	"1999"	52	655428	7.9
	"Kern County, CA"	"06029"	"2000"	"2000"	44	661645	6.7
	"Kern County, CA"	"06029"	"2001"	"2001"	47	676574	6.9
	"Kern County, CA"	"06029"	"2002"	"2002"	53	694059	7.6
	"Kern County, CA"	"06029"	"2003"	"2003"	49	714272	6.9
	"Kern County, CA"	"06029"	"2004"	"2004"	48	736296	6.5
	"Kern County, CA"	"06029"	"2005"	"2005"	69	760726	9.1
	"Kern County, CA"	"06029"	"2006"	"2006"	69	784511	8.8
	"Kern County, CA"	"06029"	"2007"	"2007"	54	803281	6.7
	"Kern County, CA"	"06029"	"2008"	"2008"	60	818327	7.3
	"Kern County, CA"	"06029"	"2009"	"2009"	88	830137	10.6
	"Kern County, CA"	"06029"	"2010"	"2010"	83	839631	9.9
	"Kern County, CA"	"06029"	"2011"	"2011"	55	851710	6.5
	"Kern County, CA"	"06029"	"2012"	"2012"	76	856158	8.9
	"Kern County, CA"	"06029"	"2013"	"2013"	76	864124	8.8
	"Kern County, CA"	"06029"	"2014"	"2014"	71	874589	8.1
	"Kern County, CA"	"06029"	"2015"	"2015"	72	882176	8.2
	"Kern County, CA"	"06029"	"2016"	"2016"	88	884788	9.9
	"Kings County, CA"	"06031"	"2011"	"2011"	10	153765	Unreliable
	"Kings County, CA"	"06031"	"2016"	"2016"	15	149785	Unreliable
	"Los Angeles County, CA"	"06037"	"1999"	"1999"	884	9437290	9.4
	"Los Angeles County, CA"	"06037"	"2000"	"2000"	986	9519338	10.4
	"Los Angeles County, CA"	"06037"	"2001"	"2001"	1043	9626034	10.8
	"Los Angeles County, CA"	"06037"	"2002"	"2002"	1130	9705913	11.6
	"Los Angeles County, CA"	"06037"	"2003"	"2003"	1049	9767145	10.7
	"Los Angeles County, CA"	"06037"	"2004"	"2004"	1047	9793263	10.7
	"Los Angeles County, CA"	"06037"	"2005"	"2005"	1050	9786373	10.7
	"Los Angeles County, CA"	"06037"	"2006"	"2006"	1023	9737955	10.5
	"Los Angeles County, CA"	"06037"	"2007"	"2007"	858	9700359	8.8
	"Los Angeles County, CA"	"06037"	"2008"	"2008"	816	9735147	8.4
	"Los Angeles County, CA"	"06037"	"2009"	"2009"	717	9787400	7.3
	"Los Angeles County, CA"	"06037"	"2010"	"2010"	641	9818605	6.5
	"Los Angeles County, CA"	"06037"	"2011"	"2011"	580	9889056	5.9
	"Los Angeles County, CA"	"06037"	"2012"	"2012"	575	9962789	5.8
	"Los Angeles County, CA"	"06037"	"2013"	"2013"	565	10017068	5.6
	"Los Angeles County, CA"	"06037"	"2014"	"2014"	529	10116705	5.2
	"Los Angeles County, CA"	"06037"	"2015"	"2015"	614	10170292	6.0
	"Los Angeles County, CA"	"06037"	"2016"	"2016"	629	10137915	6.2
	"Madera County, CA"	"06039"	"2001"	"2001"	11	125581	Unreliable
	"Madera County, CA"	"06039"	"2005"	"2005"	11	140313	Unreliable
	"Madera County, CA"	"06039"	"2007"	"2007"	10	146067	Unreliable
	"Madera County, CA"	"06039"	"2008"	"2008"	11	148359	Unreliable
	"Madera County, CA"	"06039"	"2010"	"2010"	11	150865	Unreliable
	"Madera County, CA"	"06039"	"2013"	"2013"	12	152389	Unreliable
	"Madera County, CA"	"06039"	"2014"	"2014"	10	154548	Unreliable
	"Merced County, CA"	"06047"	"1999"	"1999"	15	206734	Unreliable
	"Merced County, CA"	"06047"	"2002"	"2002"	15	225351	Unreliable
	"Merced County, CA"	"06047"	"2003"	"2003"	19	231735	Unreliable
	"Merced County, CA"	"06047"	"2004"	"2004"	20	237180	8.4
	"Merced County, CA"	"06047"	"2005"	"2005"	21	242554	8.7
	"Merced County, CA"	"06047"	"2006"	"2006"	20	245338	8.2
	"Merced County, CA"	"06047"	"2007"	"2007"	15	248540	Unreliable
	"Merced County, CA"	"06047"	"2008"	"2008"	23	250538	9.2
	"Merced County, CA"	"06047"	"2009"	"2009"	22	252302	8.7
	"Merced County, CA"	"06047"	"2010"	"2010"	26	255793	10.2
	"Merced County, CA"	"06047"	"2011"	"2011"	12	259898	Unreliable
	"Merced County, CA"	"06047"	"2012"	"2012"	20	262305	7.6
	"Merced County, CA"	"06047"	"2013"	"2013"	30	263228	11.4
	"Merced County, CA"	"06047"	"2014"	"2014"	26	266353	9.8
	"Merced County, CA"	"06047"	"2015"	"2015"	33	268455	12.3
	"Merced County, CA"	"06047"	"2016"	"2016"	12	268672	Unreliable
	"Monterey County, CA"	"06053"	"1999"	"1999"	32	396267	8.1
	"Monterey County, CA"	"06053"	"2000"	"2000"	24	401762	6.0
	"Monterey County, CA"	"06053"	"2001"	"2001"	30	407082	7.4
	"Monterey County, CA"	"06053"	"2002"	"2002"	28	408977	6.8
	"Monterey County, CA"	"06053"	"2003"	"2003"	23	409725	5.6
	"Monterey County, CA"	"06053"	"2004"	"2004"	36	408731	8.8
	"Monterey County, CA"	"06053"	"2005"	"2005"	16	405139	Unreliable
	"Monterey County, CA"	"06053"	"2006"	"2006"	19	401831	Unreliable
	"Monterey County, CA"	"06053"	"2007"	"2007"	28	402376	7.0
	"Monterey County, CA"	"06053"	"2008"	"2008"	38	406022	9.4
	"Monterey County, CA"	"06053"	"2009"	"2009"	52	410263	12.7
	"Monterey County, CA"	"06053"	"2010"	"2010"	45	415057	10.8
	"Monterey County, CA"	"06053"	"2011"	"2011"	38	421898	9.0
	"Monterey County, CA"	"06053"	"2012"	"2012"	44	426762	10.3
	"Monterey County, CA"	"06053"	"2013"	"2013"	44	428826	10.3
	"Monterey County, CA"	"06053"	"2014"	"2014"	35	431344	8.1
	"Monterey County, CA"	"06053"	"2015"	"2015"	58	433898	13.4
	"Monterey County, CA"	"06053"	"2016"	"2016"	56	435232	12.9
	"Orange County, CA"	"06059"	"1999"	"1999"	97	2815933	3.4
	"Orange County, CA"	"06059"	"2000"	"2000"	56	2846289	2.0
	"Orange County, CA"	"06059"	"2001"	"2001"	72	2885457	2.5
	"Orange County, CA"	"06059"	"2002"	"2002"	93	2908245	3.2
	"Orange County, CA"	"06059"	"2003"	"2003"	73	2929376	2.5
	"Orange County, CA"	"06059"	"2004"	"2004"	91	2941711	3.1
	"Orange County, CA"	"06059"	"2005"	"2005"	79	2940055	2.7
	"Orange County, CA"	"06059"	"2006"	"2006"	91	2932261	3.1
	"Orange County, CA"	"06059"	"2007"	"2007"	81	2931629	2.8
	"Orange County, CA"	"06059"	"2008"	"2008"	69	2957593	2.3
	"Orange County, CA"	"06059"	"2009"	"2009"	75	2987177	2.5
	"Orange County, CA"	"06059"	"2010"	"2010"	63	3010232	2.1
	"Orange County, CA"	"06059"	"2011"	"2011"	75	3055745	2.5
	"Orange County, CA"	"06059"	"2012"	"2012"	48	3090132	1.6
	"Orange County, CA"	"06059"	"2013"	"2013"	61	3114363	2.0
	"Orange County, CA"	"06059"	"2014"	"2014"	57	3145515	1.8
	"Orange County, CA"	"06059"	"2015"	"2015"	63	3169776	2.0
	"Orange County, CA"	"06059"	"2016"	"2016"	72	3172532	2.3
	"Riverside County, CA"	"06065"	"1999"	"1999"	84	1507912	5.6
	"Riverside County, CA"	"06065"	"2000"	"2000"	77	1545387	5.0
	"Riverside County, CA"	"06065"	"2001"	"2001"	96	1616634	5.9
	"Riverside County, CA"	"06065"	"2002"	"2002"	114	1687147	6.8
	"Riverside County, CA"	"06065"	"2003"	"2003"	109	1771656	6.2
	"Riverside County, CA"	"06065"	"2004"	"2004"	90	1856542	4.8
	"Riverside County, CA"	"06065"	"2005"	"2005"	120	1931785	6.2
	"Riverside County, CA"	"06065"	"2006"	"2006"	111	2012370	5.5
	"Riverside County, CA"	"06065"	"2007"	"2007"	113	2075183	5.4
	"Riverside County, CA"	"06065"	"2008"	"2008"	106	2109712	5.0
	"Riverside County, CA"	"06065"	"2009"	"2009"	95	2146725	4.4
	"Riverside County, CA"	"06065"	"2010"	"2010"	85	2189641	3.9
	"Riverside County, CA"	"06065"	"2011"	"2011"	84	2239620	3.8
	"Riverside County, CA"	"06065"	"2012"	"2012"	87	2268783	3.8
	"Riverside County, CA"	"06065"	"2013"	"2013"	106	2292507	4.6
	"Riverside County, CA"	"06065"	"2014"	"2014"	94	2329271	4.0
	"Riverside County, CA"	"06065"	"2015"	"2015"	90	2361026	3.8
	"Riverside County, CA"	"06065"	"2016"	"2016"	92	2387741	3.9
	"Sacramento County, CA"	"06067"	"1999"	"1999"	76	1206659	6.3
	"Sacramento County, CA"	"06067"	"2000"	"2000"	64	1223499	5.2
	"Sacramento County, CA"	"06067"	"2001"	"2001"	56	1266257	4.4
	"Sacramento County, CA"	"06067"	"2002"	"2002"	80	1301079	6.1
	"Sacramento County, CA"	"06067"	"2003"	"2003"	92	1328531	6.9
	"Sacramento County, CA"	"06067"	"2004"	"2004"	93	1348932	6.9
	"Sacramento County, CA"	"06067"	"2005"	"2005"	110	1360816	8.1
	"Sacramento County, CA"	"06067"	"2006"	"2006"	107	1369563	7.8
	"Sacramento County, CA"	"06067"	"2007"	"2007"	104	1381161	7.5
	"Sacramento County, CA"	"06067"	"2008"	"2008"	95	1394438	6.8
	"Sacramento County, CA"	"06067"	"2009"	"2009"	75	1408601	5.3
	"Sacramento County, CA"	"06067"	"2010"	"2010"	81	1418788	5.7
	"Sacramento County, CA"	"06067"	"2011"	"2011"	79	1436105	5.5
	"Sacramento County, CA"	"06067"	"2012"	"2012"	95	1450121	6.6
	"Sacramento County, CA"	"06067"	"2013"	"2013"	75	1462131	5.1
	"Sacramento County, CA"	"06067"	"2014"	"2014"	94	1482026	6.3
	"Sacramento County, CA"	"06067"	"2015"	"2015"	107	1501335	7.1
	"Sacramento County, CA"	"06067"	"2016"	"2016"	96	1514460	6.3
	"San Bernardino County, CA"	"06071"	"1999"	"1999"	128	1681601	7.6
	"San Bernardino County, CA"	"06071"	"2000"	"2000"	132	1709434	7.7
	"San Bernardino County, CA"	"06071"	"2001"	"2001"	126	1760731	7.2
	"San Bernardino County, CA"	"06071"	"2002"	"2002"	154	1799791	8.6
	"San Bernardino County, CA"	"06071"	"2003"	"2003"	163	1846115	8.8
	"San Bernardino County, CA"	"06071"	"2004"	"2004"	173	1899065	9.1
	"San Bernardino County, CA"	"06071"	"2005"	"2005"	199	1943924	10.2
	"San Bernardino County, CA"	"06071"	"2006"	"2006"	172	1974140	8.7
	"San Bernardino County, CA"	"06071"	"2007"	"2007"	173	1992161	8.7
	"San Bernardino County, CA"	"06071"	"2008"	"2008"	129	2003735	6.4
	"San Bernardino County, CA"	"06071"	"2009"	"2009"	134	2013960	6.7
	"San Bernardino County, CA"	"06071"	"2010"	"2010"	122	2035210	6.0
	"San Bernardino County, CA"	"06071"	"2011"	"2011"	108	2065377	5.2
	"San Bernardino County, CA"	"06071"	"2012"	"2012"	118	2081313	5.7
	"San Bernardino County, CA"	"06071"	"2013"	"2013"	134	2088371	6.4
	"San Bernardino County, CA"	"06071"	"2014"	"2014"	115	2112619	5.4
	"San Bernardino County, CA"	"06071"	"2015"	"2015"	113	2128133	5.3
	"San Bernardino County, CA"	"06071"	"2016"	"2016"	142	2140096	6.6
	"San Diego County, CA"	"06073"	"1999"	"1999"	100	2789593	3.6
	"San Diego County, CA"	"06073"	"2000"	"2000"	94	2813833	3.3
	"San Diego County, CA"	"06073"	"2001"	"2001"	94	2869672	3.3
	"San Diego County, CA"	"06073"	"2002"	"2002"	97	2900355	3.3
	"San Diego County, CA"	"06073"	"2003"	"2003"	134	2914702	4.6
	"San Diego County, CA"	"06073"	"2004"	"2004"	137	2930007	4.7
	"San Diego County, CA"	"06073"	"2005"	"2005"	107	2938375	3.6
	"San Diego County, CA"	"06073"	"2006"	"2006"	135	2947289	4.6
	"San Diego County, CA"	"06073"	"2007"	"2007"	117	2975742	3.9
	"San Diego County, CA"	"06073"	"2008"	"2008"	97	3022116	3.2
	"San Diego County, CA"	"06073"	"2009"	"2009"	89	3061203	2.9
	"San Diego County, CA"	"06073"	"2010"	"2010"	69	3095313	2.2
	"San Diego County, CA"	"06073"	"2011"	"2011"	90	3140069	2.9
	"San Diego County, CA"	"06073"	"2012"	"2012"	111	3177063	3.5
	"San Diego County, CA"	"06073"	"2013"	"2013"	86	3211252	2.7
	"San Diego County, CA"	"06073"	"2014"	"2014"	80	3263431	2.5
	"San Diego County, CA"	"06073"	"2015"	"2015"	93	3299521	2.8
	"San Diego County, CA"	"06073"	"2016"	"2016"	103	3317749	3.1
	"San Francisco County, CA"	"06075"	"1999"	"1999"	50	774716	6.5
	"San Francisco County, CA"	"06075"	"2000"	"2000"	50	776733	6.4
	"San Francisco County, CA"	"06075"	"2001"	"2001"	59	780865	7.6
	"San Francisco County, CA"	"06075"	"2002"	"2002"	51	772723	6.6
	"San Francisco County, CA"	"06075"	"2003"	"2003"	57	766160	7.4
	"San Francisco County, CA"	"06075"	"2004"	"2004"	70	761325	9.2
	"San Francisco County, CA"	"06075"	"2005"	"2005"	72	763016	9.4
	"San Francisco County, CA"	"06075"	"2006"	"2006"	70	768650	9.1
	"San Francisco County, CA"	"06075"	"2007"	"2007"	73	778673	9.4
	"San Francisco County, CA"	"06075"	"2008"	"2008"	76	791152	9.6
	"San Francisco County, CA"	"06075"	"2009"	"2009"	40	801922	5.0
	"San Francisco County, CA"	"06075"	"2010"	"2010"	51	805235	6.3
	"San Francisco County, CA"	"06075"	"2011"	"2011"	61	812826	7.5
	"San Francisco County, CA"	"06075"	"2012"	"2012"	51	825863	6.2
	"San Francisco County, CA"	"06075"	"2013"	"2013"	24	837442	2.9
	"San Francisco County, CA"	"06075"	"2014"	"2014"	29	852469	3.4
	"San Francisco County, CA"	"06075"	"2015"	"2015"	47	864816	5.4
	"San Francisco County, CA"	"06075"	"2016"	"2016"	44	870887	5.1
	"San Joaquin County, CA"	"06077"	"1999"	"1999"	45	552424	8.1
	"San Joaquin County, CA"	"06077"	"2000"	"2000"	37	563598	6.6
	"San Joaquin County, CA"	"06077"	"2001"	"2001"	50	591207	8.5
	"San Joaquin County, CA"	"06077"	"2002"	"2002"	55	609041	9.0
	"San Joaquin County, CA"	"06077"	"2003"	"2003"	56	626778	8.9
	"San Joaquin County, CA"	"06077"	"2004"	"2004"	59	642898	9.2
	"San Joaquin County, CA"	"06077"	"2005"	"2005"	13	656985	Unreliable
	"San Joaquin County, CA"	"06077"	"2006"	"2006"	54	662812	8.1
	"San Joaquin County, CA"	"06077"	"2007"	"2007"	51	668080	7.6
	"San Joaquin County, CA"	"06077"	"2008"	"2008"	40	671692	6.0
	"San Joaquin County, CA"	"06077"	"2009"	"2009"	63	677736	9.3
	"San Joaquin County, CA"	"06077"	"2010"	"2010"	65	685306	9.5
	"San Joaquin County, CA"	"06077"	"2011"	"2011"	81	696214	11.6
	"San Joaquin County, CA"	"06077"	"2012"	"2012"	98	702612	13.9
	"San Joaquin County, CA"	"06077"	"2013"	"2013"	49	704379	7.0
	"San Joaquin County, CA"	"06077"	"2014"	"2014"	69	715597	9.6
	"San Joaquin County, CA"	"06077"	"2015"	"2015"	74	726106	10.2
	"San Joaquin County, CA"	"06077"	"2016"	"2016"	73	733709	9.9
	"San Luis Obispo County, CA"	"06079"	"2016"	"2016"	10	282887	Unreliable
	"San Mateo County, CA"	"06081"	"1999"	"1999"	22	704538	3.1
	"San Mateo County, CA"	"06081"	"2000"	"2000"	13	707161	Unreliable
	"San Mateo County, CA"	"06081"	"2001"	"2001"	15	705621	Unreliable
	"San Mateo County, CA"	"06081"	"2002"	"2002"	22	697628	3.2
	"San Mateo County, CA"	"06081"	"2003"	"2003"	29	693057	4.2
	"San Mateo County, CA"	"06081"	"2004"	"2004"	29	690161	4.2
	"San Mateo County, CA"	"06081"	"2005"	"2005"	37	690078	5.4
	"San Mateo County, CA"	"06081"	"2006"	"2006"	30	690176	4.3
	"San Mateo County, CA"	"06081"	"2007"	"2007"	18	693849	Unreliable
	"San Mateo County, CA"	"06081"	"2008"	"2008"	25	703830	3.6
	"San Mateo County, CA"	"06081"	"2009"	"2009"	18	713617	Unreliable
	"San Mateo County, CA"	"06081"	"2010"	"2010"	23	718451	3.2
	"San Mateo County, CA"	"06081"	"2011"	"2011"	25	727209	3.4
	"San Mateo County, CA"	"06081"	"2012"	"2012"	16	739311	Unreliable
	"San Mateo County, CA"	"06081"	"2013"	"2013"	20	747373	2.7
	"San Mateo County, CA"	"06081"	"2014"	"2014"	13	758581	Unreliable
	"San Mateo County, CA"	"06081"	"2015"	"2015"	16	765135	Unreliable
	"San Mateo County, CA"	"06081"	"2016"	"2016"	18	764797	Unreliable
	"Santa Barbara County, CA"	"06083"	"1999"	"1999"	10	396906	Unreliable
	"Santa Barbara County, CA"	"06083"	"2001"	"2001"	12	403164	Unreliable
	"Santa Barbara County, CA"	"06083"	"2006"	"2006"	14	408085	Unreliable
	"Santa Barbara County, CA"	"06083"	"2008"	"2008"	11	415859	Unreliable
	"Santa Barbara County, CA"	"06083"	"2009"	"2009"	11	420356	Unreliable
	"Santa Barbara County, CA"	"06083"	"2010"	"2010"	12	423895	Unreliable
	"Santa Barbara County, CA"	"06083"	"2011"	"2011"	11	426878	Unreliable
	"Santa Barbara County, CA"	"06083"	"2012"	"2012"	11	431249	Unreliable
	"Santa Barbara County, CA"	"06083"	"2014"	"2014"	13	440668	Unreliable
	"Santa Barbara County, CA"	"06083"	"2015"	"2015"	18	444769	Unreliable
	"Santa Barbara County, CA"	"06083"	"2016"	"2016"	16	446170	Unreliable
	"Santa Clara County, CA"	"06085"	"1999"	"1999"	39	1671498	2.3
	"Santa Clara County, CA"	"06085"	"2000"	"2000"	43	1682585	2.6
	"Santa Clara County, CA"	"06085"	"2001"	"2001"	32	1688082	1.9
	"Santa Clara County, CA"	"06085"	"2002"	"2002"	40	1669348	2.4
	"Santa Clara County, CA"	"06085"	"2003"	"2003"	48	1663592	2.9
	"Santa Clara County, CA"	"06085"	"2004"	"2004"	46	1663167	2.8
	"Santa Clara County, CA"	"06085"	"2005"	"2005"	47	1675312	2.8
	"Santa Clara County, CA"	"06085"	"2006"	"2006"	40	1691159	2.4
	"Santa Clara County, CA"	"06085"	"2007"	"2007"	48	1712026	2.8
	"Santa Clara County, CA"	"06085"	"2008"	"2008"	47	1740964	2.7
	"Santa Clara County, CA"	"06085"	"2009"	"2009"	48	1765137	2.7
	"Santa Clara County, CA"	"06085"	"2010"	"2010"	28	1781642	1.6
	"Santa Clara County, CA"	"06085"	"2011"	"2011"	57	1809378	3.2
	"Santa Clara County, CA"	"06085"	"2012"	"2012"	57	1837504	3.1
	"Santa Clara County, CA"	"06085"	"2013"	"2013"	55	1862041	3.0
	"Santa Clara County, CA"	"06085"	"2014"	"2014"	45	1894605	2.4
	"Santa Clara County, CA"	"06085"	"2015"	"2015"	47	1918044	2.5
	"Santa Clara County, CA"	"06085"	"2016"	"2016"	55	1919402	2.9
	"Santa Cruz County, CA"	"06087"	"2001"	"2001"	13	256045	Unreliable
	"Santa Cruz County, CA"	"06087"	"2003"	"2003"	10	253021	Unreliable
	"Santa Cruz County, CA"	"06087"	"2006"	"2006"	13	251616	Unreliable
	"Santa Cruz County, CA"	"06087"	"2010"	"2010"	14	262382	Unreliable
	"Santa Cruz County, CA"	"06087"	"2011"	"2011"	12	264298	Unreliable
	"Santa Cruz County, CA"	"06087"	"2012"	"2012"	12	266776	Unreliable
	"Santa Cruz County, CA"	"06087"	"2013"	"2013"	13	269419	Unreliable
	"Santa Cruz County, CA"	"06087"	"2014"	"2014"	10	271804	Unreliable
	"Shasta County, CA"	"06089"	"1999"	"1999"	12	161987	Unreliable
	"Shasta County, CA"	"06089"	"2006"	"2006"	16	176166	Unreliable
	"Shasta County, CA"	"06089"	"2007"	"2007"	10	176548	Unreliable
	"Shasta County, CA"	"06089"	"2013"	"2013"	11	178980	Unreliable
	"Shasta County, CA"	"06089"	"2015"	"2015"	10	179533	Unreliable
	"Shasta County, CA"	"06089"	"2016"	"2016"	12	179631	Unreliable
	"Solano County, CA"	"06095"	"1999"	"1999"	21	387657	5.4
	"Solano County, CA"	"06095"	"2000"	"2000"	25	394542	6.3
	"Solano County, CA"	"06095"	"2001"	"2001"	16	404209	Unreliable
	"Solano County, CA"	"06095"	"2002"	"2002"	26	408226	6.4
	"Solano County, CA"	"06095"	"2003"	"2003"	23	408409	5.6
	"Solano County, CA"	"06095"	"2004"	"2004"	26	409301	6.4
	"Solano County, CA"	"06095"	"2005"	"2005"	33	408181	8.1
	"Solano County, CA"	"06095"	"2006"	"2006"	26	408402	6.4
	"Solano County, CA"	"06095"	"2007"	"2007"	45	408243	11.0
	"Solano County, CA"	"06095"	"2008"	"2008"	34	408972	8.3
	"Solano County, CA"	"06095"	"2009"	"2009"	28	410290	6.8
	"Solano County, CA"	"06095"	"2010"	"2010"	33	413344	8.0
	"Solano County, CA"	"06095"	"2011"	"2011"	33	416471	7.9
	"Solano County, CA"	"06095"	"2012"	"2012"	37	420757	8.8
	"Solano County, CA"	"06095"	"2013"	"2013"	35	424788	8.2
	"Solano County, CA"	"06095"	"2014"	"2014"	31	431131	7.2
	"Solano County, CA"	"06095"	"2015"	"2015"	40	436092	9.2
	"Solano County, CA"	"06095"	"2016"	"2016"	27	440207	6.1
	"Sonoma County, CA"	"06097"	"1999"	"1999"	10	453421	Unreliable
	"Sonoma County, CA"	"06097"	"2002"	"2002"	18	465298	Unreliable
	"Sonoma County, CA"	"06097"	"2003"	"2003"	20	466489	4.3
	"Sonoma County, CA"	"06097"	"2004"	"2004"	16	466809	Unreliable
	"Sonoma County, CA"	"06097"	"2006"	"2006"	11	465188	Unreliable
	"Sonoma County, CA"	"06097"	"2007"	"2007"	10	467356	Unreliable
	"Sonoma County, CA"	"06097"	"2008"	"2008"	13	473091	Unreliable
	"Sonoma County, CA"	"06097"	"2009"	"2009"	13	479479	Unreliable
	"Sonoma County, CA"	"06097"	"2011"	"2011"	16	488116	Unreliable
	"Sonoma County, CA"	"06097"	"2015"	"2015"	15	502146	Unreliable
	"Sonoma County, CA"	"06097"	"2016"	"2016"	11	503070	Unreliable
	"Stanislaus County, CA"	"06099"	"1999"	"1999"	24	438609	5.5
	"Stanislaus County, CA"	"06099"	"2000"	"2000"	15	446997	Unreliable
	"Stanislaus County, CA"	"06099"	"2001"	"2001"	27	463761	5.8
	"Stanislaus County, CA"	"06099"	"2002"	"2002"	19	477469	Unreliable
	"Stanislaus County, CA"	"06099"	"2003"	"2003"	29	487357	6.0
	"Stanislaus County, CA"	"06099"	"2004"	"2004"	41	492613	8.3
	"Stanislaus County, CA"	"06099"	"2005"	"2005"	25	500020	5.0
	"Stanislaus County, CA"	"06099"	"2006"	"2006"	35	504651	6.9
	"Stanislaus County, CA"	"06099"	"2007"	"2007"	20	507834	3.9
	"Stanislaus County, CA"	"06099"	"2008"	"2008"	33	509032	6.5
	"Stanislaus County, CA"	"06099"	"2009"	"2009"	35	511536	6.8
	"Stanislaus County, CA"	"06099"	"2010"	"2010"	31	514453	6.0
	"Stanislaus County, CA"	"06099"	"2011"	"2011"	37	518522	7.1
	"Stanislaus County, CA"	"06099"	"2012"	"2012"	43	521726	8.2
	"Stanislaus County, CA"	"06099"	"2013"	"2013"	32	525491	6.1
	"Stanislaus County, CA"	"06099"	"2014"	"2014"	31	531997	5.8
	"Stanislaus County, CA"	"06099"	"2015"	"2015"	29	538388	5.4
	"Stanislaus County, CA"	"06099"	"2016"	"2016"	27	541560	5.0
	"Sutter County, CA"	"06101"	"2016"	"2016"	11	96651	Unreliable
	"Tulare County, CA"	"06107"	"1999"	"1999"	27	364708	7.4
	"Tulare County, CA"	"06107"	"2000"	"2000"	12	368021	Unreliable
	"Tulare County, CA"	"06107"	"2001"	"2001"	27	373171	7.2
	"Tulare County, CA"	"06107"	"2002"	"2002"	29	379568	7.6
	"Tulare County, CA"	"06107"	"2003"	"2003"	25	388743	6.4
	"Tulare County, CA"	"06107"	"2004"	"2004"	24	398226	6.0
	"Tulare County, CA"	"06107"	"2005"	"2005"	50	407970	12.3
	"Tulare County, CA"	"06107"	"2006"	"2006"	47	414921	11.3
	"Tulare County, CA"	"06107"	"2007"	"2007"	39	422140	9.2
	"Tulare County, CA"	"06107"	"2008"	"2008"	45	429283	10.5
	"Tulare County, CA"	"06107"	"2009"	"2009"	30	436987	6.9
	"Tulare County, CA"	"06107"	"2010"	"2010"	37	442179	8.4
	"Tulare County, CA"	"06107"	"2011"	"2011"	34	449253	7.6
	"Tulare County, CA"	"06107"	"2012"	"2012"	36	451977	8.0
	"Tulare County, CA"	"06107"	"2013"	"2013"	42	454143	9.2
	"Tulare County, CA"	"06107"	"2014"	"2014"	38	458198	8.3
	"Tulare County, CA"	"06107"	"2015"	"2015"	49	459863	10.7
	"Tulare County, CA"	"06107"	"2016"	"2016"	32	460437	6.9
	"Ventura County, CA"	"06111"	"1999"	"1999"	23	743357	3.1
	"Ventura County, CA"	"06111"	"2000"	"2000"	27	753197	3.6
	"Ventura County, CA"	"06111"	"2001"	"2001"	25	766689	3.3
	"Ventura County, CA"	"06111"	"2002"	"2002"	23	779489	3.0
	"Ventura County, CA"	"06111"	"2003"	"2003"	44	788070	5.6
